applist,cri,cric,cricbuzz,cricguru,crick,cricke,cricket,GETX,goog,grt,jntuk,joke,jokes,lovestory,message,monitor,news,omegle,score,scr,smsbox,smsfun,t20,TA2012011107,triv,VTU,vturesult,wikipedia,word
11,745,15,988,354,0,0,1254,0,13,0,6,10,28,20,44,0,3,3,18,0,337,4,480,0,0,0,1,2,10
24,2809,27,784,14,753,9,3515,0,5,0,1,1,7,3,4,0,11,0,170,2,5,0,39,1,2,0,0,0,1
0,2040,61,0,0,0,0,2972,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
0,140,280,2566,1,7,275,1645,0,2,0,0,3,45,42,0,0,5,2,46,0,7,14,7,0,0,0,0,0,0
11,28,0,1870,22,0,0,129,0,0,0,0,254,79,0,0,0,185,0,1465,0,553,0,0,64,0,0,0,2,0
189,1152,257,1355,1,0,10,1439,62,3,74,2,59,557,11,39,0,6,5,69,0,2046,29,54,4,2,0,0,2,1
1,231,640,8230,16,44,7,8912,0,8,0,1,0,105,5,0,0,15,3,197,2,13,0,2,0,1,1,0,1,1
0,3393,0,1,0,0,0,751,0,0,0,0,0,1,0,0,0,38,0,8,0,0,0,2,0,0,0,0,0,0
4,19,209,2396,1,0,0,972,0,1,0,1,5,40,36,49,0,126,8,255,0,113,10,1,1,0,1,3,14,6
0,0,0,0,0,0,0,3892,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,26,0,0,0,349,0,4,0,0,24,5367,29,34,0,106,0,6,0,2681,33,0,0,0,2,39,8,4
69,39,6,474,392,14,0,365,0,23,10,2,46,1406,8,32,0,3,74,9,0,202,9,89,132,5,0,1,3,69
0,13,638,2574,0,0,0,626,0,0,0,2,0,357,49,29,0,7,6,8,0,1819,3,0,0,0,0,0,4,0
1,9,8,209,0,0,0,138,0,17,0,1,6,110,2,46,0,111,9,4,0,5,98,0,0,5,3,262,5147,17
1,36,320,3880,11,0,0,1448,0,2,0,1,44,120,0,7,0,9,5,163,0,2,0,197,0,2,0,1,14,1
27,0,0,1,0,0,0,0,0,2,19,0,60,1980,21,45,0,18,6,0,0,2772,66,0,1,3,0,0,366,25
0,147,1,2,0,0,1,5590,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,2598,1,14,0,0,1,3545,0,0,0,1,5,28,0,18,0,3,1,7,0,1,0,4,0,0,0,2,1,0
0,575,87,3369,1,0,0,569,0,0,0,1,0,11,0,5,0,5,1,601,0,2,0,14,4,1,0,0,0,3
0,1207,0,0,0,0,0,3974,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,1,0,0,0,0,0,0
134,130,39,200,363,0,0,192,0,18,33,2,0,72,4,20,0,6,161,4,0,696,32,274,205,8,39,955,196,4
0,152,0,3513,0,0,0,192,0,0,0,42,0,4,21,0,0,2,0,0,0,1,0,314,340,0,0,0,0,0
5,109,0,3,0,0,0,28,0,8,74,0,7,19,78,36,0,35,3,2,0,4141,27,0,2,1,1,0,11,542
0,1227,8,472,0,0,0,2297,0,0,0,0,0,26,0,7,0,17,10,8,0,66,0,6,2,0,0,0,0,0
2,109,8,591,0,4,0,410,44,1,2,3,74,803,100,102,0,92,0,15,0,735,12,102,2,0,0,0,2749,2
52,11,25,1248,298,0,0,94,949,53,72,1,127,608,9,50,0,32,9,19,0,248,37,268,54,0,0,2,17,46
0,52,88,3374,0,0,2,1380,0,1,4,1,61,234,36,18,0,57,0,9,0,137,4,149,2,1,1,1,1,0
1,28,0,1605,3,0,1,2095,1,1,0,4,13,0,0,16,0,9,0,556,0,53,4,22,1,3,0,1,1,1
2,2042,2,0,0,0,0,407,0,0,0,3,2,515,73,43,0,24,3,13,0,777,33,7,0,0,0,0,0,0
0,159,0,677,0,0,3,5776,0,0,0,0,0,8,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,4
0,910,0,0,0,0,0,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,5,6146,0,1,1,2038,1,0,2,0,18,316,6,40,0,752,1,9,0,8,26,20,0,0,0,0,2,0
495,20,8,562,0,3,3,646,0,912,5,5,6,40,73,22,0,99,489,191,1,13,28,0,0,15,0,6,211,14
3,237,1,28,1,1,0,5141,0,6,1,0,9,26,47,12,0,3,1,91,0,260,10,181,1,2,0,0,0,8
0,1942,1,585,0,0,0,3353,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
11,1,252,65,0,0,0,185,0,2,8,0,46,2031,0,53,0,6,1,2,0,3882,7,0,0,0,0,1,1,0
0,826,20,1729,0,0,6,1730,0,3,0,0,0,0,0,0,0,1,0,628,0,1,0,112,0,5,0,0,0,0
25,18,10,15,20,18,0,1332,0,4,59,1,9,1304,152,80,0,107,17,12,0,4820,19,8,5,0,0,22,9,1
0,42,68,2389,0,0,0,1565,0,0,1,1,0,1,0,0,0,50,0,36,0,1,0,0,0,0,0,0,0,1
0,2134,0,38,0,0,0,3460,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,7662,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,116,0,0,0,0,0,0
0,1143,0,5,0,0,3,2963,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0
0,159,21,1676,0,0,0,2027,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,32,2357,0,0,0,638,0,0,0,0,0,1263,0,24,0,33,29,0,0,1113,12,0,0,0,0,0,1,0
0,14,449,1,0,1,0,3895,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,0
0,1298,0,2196,0,351,25,5388,0,0,0,0,0,0,0,0,0,0,0,54,0,2,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3964,60,104,0,0,1,4259,0,0,0,0,5,159,2,0,0,1,0,13,0,3,2,4,0,0,0,0,0,0
15,12,0,6,0,0,0,13,0,2,0,4,3094,6490,293,297,0,349,22,16,0,15531,115,13,2,0,0,12,468,95
0,900,0,1724,0,0,1,1918,0,0,0,0,15,5,4,19,0,38,2,199,0,1,0,0,0,0,0,0,0,0
0,2,0,745,2,0,3,4054,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0
0,509,6,959,0,1,2,2472,0,0,0,0,0,23,0,0,0,2,1,8,0,1,0,11,0,1,0,0,0,0
0,212,5,1,0,0,0,3661,0,0,0,0,5,27,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1994,0,2733,7,2,0,126,0,0,0,1,3,1,4,50,0,0,0,3,1,13,3,103,0,0,0,0,1,0
0,16,2,174,0,1,0,1495,1,8,27,3,4,879,46,18,0,41,5,2,0,1318,18,0,0,265,0,11,462,3
0,7905,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2137,103,152,6,35,7,501,5,2,12,1,0,2,4,0,0,115,0,241,6,4,0,18,0,0,0,1,0,2
0,1,1659,74,0,0,0,5745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,450,8,4693,0,0,0,4199,0,1,0,1,1,345,34,37,0,141,2,22,0,36,19,9,0,0,4,69,2,0
0,634,0,3,1,0,0,4404,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,1,0,0,0,0
0,1623,27,2378,1,1,126,1236,0,0,0,4,0,0,0,0,0,0,0,182,1,0,0,0,0,0,0,0,0,0
269,578,0,450,3,0,0,63,1,4599,6,7,22,510,14,34,0,19,55,4,3,33,14,1,6,7,0,8,588,37
0,0,0,13,0,0,0,4685,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
0,4,0,1768,0,0,10,2921,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
0,1,14,730,1,1,0,846,0,1610,2,2,6,581,0,10,0,3501,1,10,0,473,39,5,0,0,0,0,1407,5
0,1740,0,7,0,0,1,2212,0,0,0,1,0,20,16,25,0,1,2,13,0,1,0,0,0,0,0,3,1,0
6,75,945,1008,16,14,0,424,0,1109,4,0,7,20,2,15,0,117,0,266,0,4,1,150,0,2,0,4,52,4
1,320,673,1407,0,3,0,2684,0,1,0,0,0,1,0,11,0,4,0,426,0,156,1,28,0,4,0,0,0,0
0,3,101,554,0,0,0,85,518,51,5,3,21,288,31,28,0,99,128,67,0,195,27,34,0,641,2,1,273,8
12,28,83,647,0,1,1,1462,0,8,0,0,938,288,8,57,0,31,6,27,0,2771,32,0,1,7,0,0,193,11
3,51,7,4832,0,0,0,285,0,0,0,0,0,4,2,0,0,67,0,3164,0,1,2,0,0,0,0,0,0,0
5,7,196,1334,1,0,0,386,3,129,0,1,29,1010,4,45,0,30,720,80,0,257,26,9,44,0,224,91,25,19
2,17,0,140,0,0,0,5,0,5,38,1,2,1539,38,46,0,9,756,1,0,989,21,0,0,4,3,1,15,14
0,1,354,1764,0,0,0,5357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0
0,1765,10,302,0,0,2,4930,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,282,0,0,0,4573,0,0,0,0,0,85,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
1,181,131,1747,0,1648,0,2,0,0,0,46,0,34,8,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0
0,361,14,128,0,2,1,3137,0,2,0,0,0,6,0,0,0,21,1,299,1,0,0,0,0,0,0,0,0,0
1,4,0,3397,0,0,1,1852,0,0,0,0,0,26,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0
4,1423,125,116,1,2,1,2505,23,8,122,1,36,108,20,43,0,117,2,191,0,66,103,173,24,1,0,4,1,5
0,890,0,0,0,0,0,3419,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0
2,4523,233,11,2,1,1,1941,0,3,0,0,0,3,10,29,0,957,1,3472,0,130,3,68,0,2,1,3,2,56
0,7843,1339,102,1,0,0,117,0,0,0,0,0,0,0,0,0,18,0,1276,0,0,0,143,0,0,0,0,0,0
0,37,132,2128,0,0,2,2179,0,2,0,0,0,6,0,0,0,1,2,357,1,35,16,0,0,0,0,0,0,0
69,8,53,2608,170,2,0,2368,0,17,0,0,1,15,5,9,0,15,2,93,0,13,0,57,0,831,0,0,63,2
0,1061,0,1,0,0,0,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,387,149,0,0,15,1,3696,0,0,0,0,0,0,7,3,0,0,0,18,0,5,0,2,0,0,0,0,0,0
6,2283,93,936,39,1,0,1328,0,6,8,0,9,10,0,39,0,44,4,8,0,758,14,170,4,53,0,1,16,421
12,3,0,0,0,0,0,1,0,0,0,5,69,665,77,20,0,12,28,0,0,4058,22,0,18,3,4,163,21,34
188,708,3,86,8,3,0,535,0,15,2,12,9,93,8,7,0,23,2707,144,0,278,31,27,625,2,0,10,40,2
0,3,0,4299,0,0,1,1689,0,1,0,0,0,1,1,18,0,0,0,0,0,1,0,4,0,0,0,0,0,0
2,7,0,6,0,0,0,1000,0,0,1,0,0,9,0,1,0,73,1,3,0,1,0,0,0,3958,0,2,1,0
4,1474,0,2848,6,0,0,211,0,0,0,2,0,1,0,12,0,44,0,9,0,2,0,3,16,0,0,0,0,0
0,857,116,1408,0,2,2,1095,0,3,0,0,26,42,4,2,0,10,2,18,12,1,1,0,0,1,0,1,0,0
0,3866,8,1,0,2,1,1974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,114,185,1969,0,7,234,4709,0,0,0,0,0,1,0,0,0,15,0,137,0,0,0,0,0,0,0,0,0,0
0,18,22,20,0,0,0,382,0,0,0,0,0,1,20,4,0,11,2825,5,0,0,0,0,267,0,19,9,46,94
6,21,102,2960,2,0,0,3886,0,3,0,0,2,333,1,50,0,392,7,393,0,269,75,419,0,56,2,0,6,5
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25555,0,0,0,0,0,0,0,0,0,0,0,0,0
1,92,0,0,0,0,0,222,0,0,1,0,1,342,1,43,0,1,0,0,0,3960,0,0,0,0,0,0,1,1
0,8253,76,372,0,28,2,2662,0,0,0,0,0,0,0,2,0,2,0,63,0,2,0,21,0,0,0,0,0,0
0,25,77,49,0,0,0,2622,0,0,0,0,4,389,1,19,0,5,60,20,14,38,0,0,0,51,0,0,295,5
5,862,0,2848,6,9,6,3718,2,7,0,5,49,727,42,63,0,191,6,1035,2,1899,79,22,2,5,0,2,9,11
0,398,0,1627,0,0,0,3276,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,142,0,0,0,0,0,0
0,231,1,0,5,0,0,5548,0,0,0,0,1,5,2,3,0,5,0,0,0,5,0,0,0,0,0,2,1,1
1,302,247,1714,2,0,0,1194,0,2,0,4,0,10,5,14,0,6,95,92,0,486,4,26,0,0,0,1,0,2
800,48,21,150,0,0,0,995,31,44,0,13,35,145,9,9,1,44,0,31,5,18,22,0,3,109,10,26,652,47
1,80,103,4143,0,0,32,1829,0,2,0,0,0,12,37,13,0,5,10,36,0,9,5,0,0,0,1,2,0,0
0,81,2,2712,4,1,2,4264,0,0,0,1,0,3,0,1,0,4,1,10,0,1,0,639,0,0,0,4,1,1
6,1,6,7,0,1,0,53,0,250,0,0,0,1308,5,21,0,2042,0,3,0,1050,27,0,0,0,0,0,4,3
0,7,0,440,2,0,0,540,0,0,16,0,4,150,4,5,0,1,0,3,0,3459,11,13,0,0,0,0,0,0
23,286,156,1411,0,12,13,1894,0,10,0,11,2,1,2,6,0,280,0,526,9,4,0,0,0,0,1,12,1,1
0,1,0,0,0,0,0,41,0,0,0,0,0,2,0,10,0,0,0,0,0,4391,0,0,0,0,0,0,0,0
0,12,0,60,0,0,19,7950,0,0,0,2,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,12,0,0
66,121,539,1248,553,0,0,521,17,183,0,8,4,225,8,28,0,47,4,21,1,392,15,110,0,453,13,9,43,11
2,11,0,2052,0,0,0,536,0,1,1,0,91,1399,11,21,0,0,0,26,0,7,10,85,0,0,36,43,0,45
1,619,0,3,0,0,1,3227,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0
0,1,4,381,0,0,1,3409,0,0,0,0,13,9,2,0,0,0,0,14,0,0,0,1,0,0,219,11,0,0
8,0,0,4,0,0,0,122,8,2,6,2,2,1320,78,42,0,17,8,1,0,2194,54,10,38,0,0,0,2,33
0,5,0,0,1,0,2,3551,0,1,0,0,0,0,14,15,0,3,0,364,0,1,5,0,1,0,0,1,0,0
1,6646,6,5,1,1,0,435,0,3,8,1,1,11,2,1,0,758,1,2,2,1,1,137,3,3,0,3,1,3
17,31,36,3746,97,0,1,1945,2,81,1,4,10,211,14,49,0,15,45,270,0,131,29,42,168,3782,2,0,922,68
7,64,0,0,0,0,2,549,0,4,4,2,35,1138,58,24,0,10,1,2,0,2735,29,0,0,0,0,0,93,1
21,33,1,1694,2,0,17,1641,0,13,98,1,0,279,3,47,0,2,0,223,0,1269,41,7,124,2,0,1,0,2
0,2,0,1393,0,0,0,3892,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,98,548,0,0,4,3328,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0
0,2233,14,3,0,3,2,7198,0,0,1,0,0,3,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0
0,78,69,854,0,0,21,598,0,3,0,0,2,113,52,38,0,27,1503,54,0,218,0,0,0,7,0,0,739,139
13,7,7,493,0,14,467,466,0,1078,0,1,0,418,2,30,0,533,1,5,0,8,4,0,0,1,0,0,952,34
0,127,3,1875,0,2,1,2162,0,0,0,0,0,21,2,7,0,0,0,99,0,93,1,1,0,1,0,0,0,0
0,45,0,3,0,0,0,303,0,3,0,5,122,1252,24,46,0,1,4,6,0,2934,45,0,0,2,0,0,15,0
0,16,0,1353,0,0,0,5166,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0
0,4347,81,427,0,14,839,4717,0,0,0,0,0,0,0,16,0,1,0,54,27,0,0,7,7,0,0,0,0,0
0,8,0,1,0,0,3017,4247,0,2,0,0,42,218,5,1,0,0,0,5,1,1411,0,1,0,0,0,0,0,0
0,2178,1,50,0,0,6,2688,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,12,0,0,0,0,0,0
0,19,7,9494,1,0,0,1453,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,185,0,0,0,0,2,0
0,3858,0,143,1,0,1,3804,0,1,0,0,2,2,1,8,0,4,0,31,0,11,1,890,0,0,0,0,0,0
0,1595,0,2,0,0,354,5886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,293,2,5,0,0,10,2239,0,5,0,2,0,102,12,6,0,0,1,24,5,4143,0,0,0,0,0,2,27,13
0,0,0,4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1361,1,248,0,0,0,2909,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,4,0,0,0,0,0,0
0,8,0,743,0,0,0,3633,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,922,0,0,0,4264,0,0,0,0,0,1,0,14,0,1,0,1,0,2,0,0,0,0,0,0,0,0
0,0,1,4084,0,0,0,4853,0,0,0,0,0,2,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0
0,49,0,2876,0,0,1,9791,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0
0,0,3,1926,0,0,0,610,0,0,0,0,0,864,7,66,0,22,3,233,0,234,0,2,0,0,0,0,0,6
21,1,0,3,0,0,1,282,0,5,0,108,262,2142,4,34,0,642,1,9,0,312,10,0,2,0,0,0,55,2
0,3,0,1910,1,0,6,3039,0,0,0,0,0,13,1,0,0,6,0,1,0,27,1,0,0,3,0,0,0,1
18,86,9,9,0,1,0,117,960,35,6,0,6,7,219,48,0,19,8,2,0,855,14,6,3,0,69,7,632,7
2,96,371,2969,119,3,2,2968,0,0,2,0,0,64,5,8,0,20,1,215,3,7,1,221,0,2,0,6,2,1
0,1393,0,0,2,1,11,3996,0,1,0,0,0,10,0,8,0,6,1,75,0,5,0,242,0,0,0,0,0,1
1,14,2,2157,0,1,308,1691,0,0,0,0,0,0,12,0,0,4,0,1,0,2,0,484,0,0,0,2,11,0
1,0,3,1,0,0,0,162,0,44,0,0,1,2036,0,24,0,18,14,5,0,0,0,0,0,0,0,4,1436,2
0,2690,1,1325,0,0,0,2827,0,0,0,35,0,3,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
105,147,21,250,0,0,0,140,0,10,46,1,46,1288,198,40,0,889,10,9,0,4323,3,0,0,1,0,4,478,97
0,1833,12,82,2,736,239,8784,15,0,0,0,0,3,8,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
0,834,0,3,0,0,1,7654,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
0,20,55,313,0,2,3,1568,0,0,0,0,0,31,8,0,0,9,0,1778,0,8,2,0,0,0,0,0,2,0
0,14,0,3569,0,0,2,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1196,4,181,37,1,1,3793,0,0,0,42,0,1,0,1,0,10,0,4,0,0,0,1,0,0,0,0,1,0
0,866,447,972,0,1,3,2589,0,1,0,0,21,18,4,1,0,19,0,16,0,0,0,0,0,0,0,0,0,0
0,1288,0,90,0,0,4,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
11,8,1,862,0,0,0,4418,0,12,3,2,4,637,2,32,0,6,6,66,0,154,75,0,0,0,0,2,4,0
2,26,1,2439,24,0,0,1107,0,5,3,4,9,46,15,30,0,28,16,15,1,372,22,50,984,1,0,2,5,8
16,4,0,41,10,0,0,3819,0,2,0,2,0,9,59,18,0,816,3,9,0,9,80,69,1,1,0,71,2,0
0,4904,731,13,0,2,3,2126,0,0,1,0,0,5,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0
0,2,8,3994,0,0,0,389,0,0,0,0,0,9,101,8,0,13,2,13,0,439,2,0,0,0,0,0,0,0
0,0,0,2147,0,0,2,2144,0,0,0,0,1,32,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,1
0,0,0,0,0,731,801,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3769,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2097,9,0,0,0,3,2212,0,0,0,0,2,0,0,0,0,48,0,0,0,0,0,2,0,0,0,0,1,0
15,183,14,1566,11,0,1,892,0,15,0,3,3,31,50,32,0,9,2563,13,0,53,12,372,316,1,97,24,77,2
4,85,1,0,0,0,0,159,0,3472,10,0,17,271,10,20,0,4440,8,6,0,62,10,0,0,0,140,36,846,6
0,0,1,2026,0,0,0,3108,0,0,0,0,0,2,0,0,0,0,1,4,0,2,0,0,0,0,48,3,0,0
3,320,536,2430,2,0,0,1656,0,0,0,0,4,16,2,0,0,3,0,41,4,37,0,71,0,0,0,0,2,1
0,773,27,302,0,1,0,2680,0,3,0,0,13,218,0,16,0,22,0,9,0,0,0,0,0,0,1,63,1,0
1,4066,0,50,0,0,1,2663,0,0,0,0,2,31,2,0,0,3,0,873,0,1,0,259,0,0,0,1,0,0
8,0,0,4,0,0,0,19,0,9,72,2,26,2029,78,56,0,8,1,0,0,5403,49,0,0,1,0,0,11,2
1,335,9,455,3,0,0,4167,0,4,0,4,1,110,8,10,0,320,3,32,0,33,1,13,0,2,7,83,2,0
0,19,66,1482,0,2,0,1897,0,0,0,0,0,26,26,29,0,4,0,20,0,310,17,37,0,0,0,0,1,3
0,693,0,10,618,0,0,2099,0,0,0,0,0,0,0,0,0,1,0,472,1,0,0,0,0,0,0,0,0,0
0,96,10,3,0,4,3,11306,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
0,983,0,1,0,0,1,2841,0,1,0,0,0,3,4,13,0,1,0,4,0,2,0,0,0,0,0,1,0,0
0,112,54,1457,0,12,0,804,0,0,0,0,120,1476,2,4,0,17,1,6,0,56,3,0,0,0,0,0,0,2
0,11,0,4453,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,135,1732,2,0,0,1286,0,67,9,1,1,4,5,28,0,1,1,173,0,559,10,22,19,0,1,1,169,0
0,1731,156,88,21,0,9,3668,1,12,0,1,1,39,4,30,0,17,26,38,0,92,31,171,7,0,1,5,123,379
0,622,6,2567,1,0,0,1792,0,2,0,0,1,0,3,6,0,4,2,25,0,1,0,2,2,0,0,0,0,1
0,1,0,2976,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1082,254,517,0,0,2,684,662,8,0,1,6,1101,3,29,0,27,17,54,3,3101,29,0,2,73,0,0,60,193
70,687,11,525,18,0,1,989,0,4,1,1,9,20,3,20,0,7,178,480,1,7,10,3,11,14,0,0,0,22
0,1253,0,0,0,0,0,2746,0,0,0,0,0,0,0,0,0,0,1,132,0,0,0,0,0,0,0,0,0,0
0,1578,0,3,0,0,0,5949,0,0,0,0,0,23,0,0,0,2,0,2,0,0,0,10,0,0,0,0,0,0
1,6252,133,262,1,1,3,5380,0,6,0,1,10,117,28,35,0,1241,2,345,2,36,34,113,0,1,2,5,2,460
0,24,1,0,24,0,0,435,0,0,0,1,12,7,17,3,0,4,0,2,0,3690,16,0,0,0,0,2,9,0
9,18,13,2,0,0,0,96,1,3,0,2,7,11,48,31,0,0,3,22,2,3499,44,1,0,1,0,2,5,0
1,253,0,146,1,0,0,2006,0,0,4,0,48,410,11,10,0,5,0,2,0,987,19,25,0,0,0,0,0,1
5,0,0,0,0,0,0,55,0,0,10,0,0,4,0,6,0,2,4966,3,0,26,1,0,0,0,0,12,5,0
0,1264,162,11,0,1,1,1460,0,0,1,1,0,48,6,17,0,36,1,5,1,705,42,1,0,1,0,1,1,1
0,12,4,89,0,0,0,71,0,5,3,0,5,15,6,0,0,1,0,3,0,9,3,1,0,4488,1,5,0,46
0,76,75,68,0,40,0,4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1121,1,110,2,75,0,2823,0,0,0,0,0,19,2,12,0,0,1,125,0,282,0,96,0,0,0,0,0,0
0,10,0,378,0,0,0,450,0,2,0,0,1,144,1,13,0,3,0,2,0,2,1,0,0,2839,0,0,0,1
6,14,1,1366,0,0,1,1656,0,21,3,5,21,316,74,4,0,8,920,7,0,79,7,0,13,0,0,25,24,0
0,59,0,2206,1,0,1,3641,0,0,0,1,1,35,12,49,0,69,0,6,0,7,20,190,0,0,0,22,17,0
1,41,69,102,0,0,2,3298,0,0,0,0,0,707,13,21,0,3,0,280,0,4174,1,0,0,0,0,0,0,1
0,1657,1,428,0,0,2,1841,0,0,1,4,1,16,7,39,0,4,1,11,0,14,0,0,0,0,0,4,12,0
0,1551,0,967,0,0,0,3978,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,607,1,1515,0,1,0,2668,0,0,0,0,0,66,0,2,0,2,0,3,0,0,0,1,0,0,0,0,0,0
0,2,0,494,0,0,8,5167,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,13,131,1792,0,0,0,649,0,0,0,0,17,1197,1,43,0,10,0,5,0,1317,6,0,0,5,0,0,7,1
0,0,0,3559,0,0,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102,449,68,0,0,2,3309,0,0,0,0,0,4,0,1,0,1,0,507,0,0,1,0,0,0,0,0,0,0
63,584,33,644,17,5,2,927,59,691,95,11,327,1176,62,82,0,93,26,281,4,827,109,18,52,35,2,4,200,81
0,93,4,5691,0,0,0,8627,0,0,0,0,0,1,0,1,0,1,0,4,0,1,3,169,0,0,0,0,0,0
0,2019,14,339,9,0,0,3070,0,1,0,0,0,0,0,0,0,1,0,417,0,0,0,167,0,0,0,2,0,1
10,1065,2,10,0,0,0,180,0,216,7,3,23,486,36,13,0,3,13,1,0,1361,26,1,139,4,0,1,1,4
0,0,0,6666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,179,2707,0,3,0,1423,0,0,1,0,3,23,3,21,0,146,8,46,12,74,5,0,0,1,1,5,0,56
0,1666,320,332,0,7,0,1451,0,0,0,0,0,0,0,0,0,0,0,35,42,0,0,51,0,0,0,0,7,0
0,35,41,1134,0,0,0,3700,0,0,0,0,2,47,2,3,0,3,0,164,0,230,0,0,0,12,9,36,0,5
0,0,0,0,0,0,2,4653,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
